name,source,type,cleaned_name,freq
arugula,jobimtext,seed=lettuce;cui=0,arugula,4861
cinnamon,jobimtext,seed=chocolate;cui=0,cinnamon,22285
cadbury,jobimtext,seed=chocolate;cui=0,cadbury,20544
parmesan,jobimtext,seed=chocolate;cui=0,parmesan,9881
butter,jobimtext,seed=chocolate;cui=1,butter,122657
vanilla,jobimtext,seed=chocolate;cui=1,vanilla,34091
caramel,jobimtext,seed=chocolate;cui=1,caramel,9837
cheese,jobimtext,seed=chocolate;cui=1,cheese,157167
coffee,jobimtext,seed=beer;cui=0,coffee,299093
garlic,jobimtext,seed=onion;cui=0,garlic,80265
spinach,jobimtext,seed=onion;cui=0,spinach,24704
tomato,jobimtext,seed=onion;cui=1,tomato,50917
potato,jobimtext,seed=onion;cui=1,potato,62292
mushroom,jobimtext,seed=onion;cui=1,mushroom,24954
chicken,jobimtext,seed=onion;cui=1,chicken,201188
sausage,jobimtext,seed=bacon;cui=0,sausage,29465
sarandon,jobimtext,seed=bacon;cui=1,sarandon,8597
theron,jobimtext,seed=bacon;cui=1,theron,8704
brosnan,jobimtext,seed=bacon;cui=1,brosnan,9899
cheddar,jobimtext,seed=bacon;cui=2,cheddar,6675
picasso,jobimtext,seed=bacon;cui=3,picasso,39584
warhol,jobimtext,seed=bacon;cui=3,warhol,22546
matisse,jobimtext,seed=bacon;cui=3,matisse,12975
lichtenstein,jobimtext,seed=bacon;cui=3,lichtenstein,9735
cherry,jobimtext,seed=plum;cui=0,cherry,60536
blueberry,jobimtext,seed=plum;cui=0,blueberry,5995
tewksbury,jobimtext,seed=plum;cui=1,tewksbury,3916
fenwick,jobimtext,seed=plum;cui=1,fenwick,7410
nashoba,jobimtext,seed=plum;cui=1,nashoba,1632
oakmont,jobimtext,seed=plum;cui=1,oakmont,5460
walpole,jobimtext,seed=plum;cui=1,walpole,10942
bakery,jobimtext,seed=plum;cui=2,bakery,28808
restaurant,jobimtext,seed=plum;cui=2,restaurant,456304
lounge,jobimtext,seed=plum;cui=2,lounge,63313
huntingdon,jobimtext,seed=plum;cui=4,huntingdon,15206
monroeville,jobimtext,seed=plum;cui=4,monroeville,2375
honolulu,jobimtext,seed=plum;cui=4,honolulu,42310
mckeesport,jobimtext,seed=plum;cui=4,mckeesport,1581
newtown,jobimtext,seed=plum;cui=4,newtown,13882
marysville,jobimtext,seed=cranberry;cui=0,marysville,5445
covina,jobimtext,seed=cranberry;cui=0,covina,3131
clarion,jobimtext,seed=cranberry;cui=0,clarion,8267
citrus,jobimtext,seed=cranberry;cui=1,citrus,25115
chocolate,jobimtext,seed=cranberry;cui=1,chocolate,138098
mcdonald,jobimtext,seed=KFC;cui=0,mcdonald,158199
starbuck,jobimtext,seed=KFC;cui=0,starbuck,3966
barbecue,jobimtext,seed=KFC;cui=1,barbecue,43540
costco,jobimtext,seed=KFC;cui=2,costco,11513
kroger,jobimtext,seed=KFC;cui=2,kroger,11504
germany,jobimtext,seed=Ireland;cui=0,germany,1590516
france,jobimtext,seed=Ireland;cui=0,france,1846339
britain,jobimtext,seed=Ireland;cui=0,britain,1428023
netherland,jobimtext,seed=Ireland;cui=0,netherland,3635
serbia,jobimtext,seed=Montenegro;cui=0,serbia,306679
macedoni,jobimtext,seed=Montenegro;cui=0,macedoni,2
croatia,jobimtext,seed=Montenegro;cui=0,croatia,285015
albania,jobimtext,seed=Montenegro;cui=0,albania,124964
ukraine,jobimtext,seed=Montenegro;cui=0,ukraine,362800
kuwait,jobimtext,seed=Nigeria;cui=0,kuwait,252501
uganda,jobimtext,seed=Nigeria;cui=0,uganda,182677
haitia,jobimtext,seed=Nigeria;cui=0,haitia,16
tourism,jobimtext,seed=Haiti;cui=0,tourism,282426
aviation,jobimtext,seed=Haiti;cui=0,aviation,168633
energy,jobimtext,seed=Haiti;cui=0,energy,1229847
housing,jobimtext,seed=Haiti;cui=0,housing,737552
countrys,jobimtext,seed=Haiti;cui=1,countrys,5126
turkey,jobimtext,seed=Russia;cui=0,turkey,706081
hungar,jobimtext,seed=Poland;cui=0,hungar,96
romania,jobimtext,seed=Poland;cui=0,romania,253361
greece,jobimtext,seed=Poland;cui=0,greece,421438
poland,jobimtext,seed=Germany;cui=0,poland,523764
mariner,jobimtext,seed=Seattle;cui=0,mariner,13863
yankee,jobimtext,seed=Seattle;cui=0,yankee,99066
philadelphia,jobimtext,seed=Seattle;cui=1,philadelphia,479774
houston,jobimtext,seed=Seattle;cui=1,houston,532821
baltimore,jobimtext,seed=Seattle;cui=1,baltimore,281741
clevelan,jobimtext,seed=Seattle;cui=1,clevelan,35
detroit,jobimtext,seed=Seattle;cui=1,detroit,448525
rocket,jobimtext,seed=Orlando;cui=0,rocket,221157
portland,jobimtext,seed=Orlando;cui=1,portland,185414
phoenix,jobimtext,seed=Orlando;cui=1,phoenix,287560
angele,jobimtext,seed=Honolulu;cui=0,angele,560
francisco,jobimtext,seed=Honolulu;cui=0,francisco,692378
minneapolis,jobimtext,seed=Honolulu;cui=0,minneapolis,92963
sacramento,jobimtext,seed=Fresno;cui=0,sacramento,125660
bernardino,jobimtext,seed=Fresno;cui=0,bernardino,25328
tucson,jobimtext,seed=Fresno;cui=0,tucson,51131
jacket,jobimtext,seed=Blouse;cui=0,jacket,96463
earring,jobimtext,seed=Cardigan;cui=0,earring,3746
sweater,jobimtext,seed=Cardigan;cui=0,sweater,23796
turtleneck,jobimtext,seed=Cardigan;cui=0,turtleneck,3453
metallica,jobimtext,seed=Cardigan;cui=1,metallica,13089
nirvana,jobimtext,seed=Cardigan;cui=1,nirvana,12946
zeppelin,jobimtext,seed=Cardigan;cui=1,zeppelin,17687
jupiter,jobimtext,seed=Uranus;cui=0,jupiter,57414
saturn,jobimtext,seed=Uranus;cui=0,saturn,51316
electron,jobimtext,seed=Uranus;cui=1,electron,40314
neutron,jobimtext,seed=Uranus;cui=1,neutron,14604
particle,jobimtext,seed=Uranus;cui=1,particle,48290
hockey,jobimtext,seed=Curling;cui=0,hockey,264650
skiing,jobimtext,seed=Curling;cui=0,skiing,100903
soccer,jobimtext,seed=Curling;cui=0,soccer,398463
mideast,jobimtext,seed=Curling;cui=1,mideast,120605
birthday,jobimtext,seed=Curling;cui=1,birthday,243777
attention,jobimtext,seed=Curling;cui=1,attention,932061
skating,jobimtext,seed=Curling;cui=2,skating,94318
basketball,jobimtext,seed=Curling;cui=2,basketball,489176
volleyball,jobimtext,seed=Tennis;cui=0,volleyball,72149
fitness,jobimtext,seed=Tennis;cui=1,fitness,142344
health,jobimtext,seed=Tennis;cui=1,health,2049448
career,jobimtext,seed=Tennis;cui=1,career,1624437
mcenroe,jobimtext,seed=Tennis;cui=2,mcenroe,21462
agassi,jobimtext,seed=Tennis;cui=2,agassi,83908
navratilova,jobimtext,seed=Tennis;cui=2,navratilova,14905
defeat,jobimtext,seed=Tennis;cui=4,defeat,509096
telecast,jobimtext,seed=Football;cui=0,telecast,22989
baseball,jobimtext,seed=Football;cui=1,baseball,568828
column,jobimtext,seed=Football;cui=3,column,341914
student,jobimtext,seed=Football;cui=3,student,970434
polish,jobimtext,seed=Russian;cui=0,polish,309353
vladimir,jobimtext,seed=Russian;cui=1,vladimir,208019
mikhail,jobimtext,seed=Russian;cui=1,mikhail,84687
sergei,jobimtext,seed=Russian;cui=1,sergei,98352
myskina,jobimtext,seed=Russian;cui=2,myskina,10883
dementieva,jobimtext,seed=Russian;cui=2,dementieva,24262
compatriot,jobimtext,seed=Russian;cui=2,compatriot,41007
british,jobimtext,seed=Danish;cui=1,british,2422495
indonesia,jobimtext,seed=Danish;cui=2,indonesia,585582
bangladesh,jobimtext,seed=Danish;cui=2,bangladesh,285618
pakistan,jobimtext,seed=Danish;cui=2,pakistan,1162158
kaneria,jobimtext,seed=Danish;cui=3,kaneria,6937
shoaib,jobimtext,seed=Danish;cui=3,shoaib,15061
mohammad,jobimtext,seed=Danish;cui=3,mohammad,146664
afridi,jobimtext,seed=Danish;cui=3,afridi,12502
slovak,jobimtext,seed=Romanian;cui=0,slovak,48206
nigeria,jobimtext,seed=Romanian;cui=0,nigeria,363567
coldplay,jobimtext,seed=elbow;cui=0,coldplay,11168
radiohead,jobimtext,seed=elbow;cui=0,radiohead,10504
shoulder,jobimtext,seed=elbow;cui=1,shoulder,253464
forearm,jobimtext,seed=elbow;cui=2,forearm,16279
scotty,jobimtext,seed=elbow;cui=3,scotty,13302
iverson,jobimtext,seed=cheek;cui=0,iverson,41333
dalembert,jobimtext,seed=cheek;cui=0,dalembert,2199
iguodala,jobimtext,seed=cheek;cui=0,iguodala,3117
hedrick,jobimtext,seed=cheek;cui=1,hedrick,7205
klassen,jobimtext,seed=cheek;cui=1,klassen,3510
arakawa,jobimtext,seed=cheek;cui=1,arakawa,4408
carlesimo,jobimtext,seed=cheek;cui=2,carlesimo,5436
adelman,jobimtext,seed=cheek;cui=2,adelman,8178
marrow,jobimtext,seed=kidney;cui=0,marrow,30108
cancer,jobimtext,seed=kidney;cui=1,cancer,670778
breast,jobimtext,seed=kidney;cui=1,breast,173947
chiropractic,jobimtext,seed=spine;cui=0,chiropractic,4502
trauma,jobimtext,seed=spine;cui=0,trauma,71347
pelvis,jobimtext,seed=spine;cui=2,pelvis,10415
clinic,jobimtext,seed=spine;cui=3,clinic,144022
center,jobimtext,seed=spine;cui=3,center,1374970
hospital,jobimtext,seed=spine;cui=3,hospital,1027284
newsletter,jobimtext,seed=spine;cui=3,newsletter,111586
injury,jobimtext,seed=knee;cui=0,injury,671471
stallworth,jobimtext,seed=knee;cui=1,stallworth,3778
griggs,jobimtext,seed=knee;cui=1,griggs,5208
quarle,jobimtext,seed=knee;cui=1,quarle,4
stadium,jobimtext,seed=knee;cui=2,stadium,410665
metrodome,jobimtext,seed=knee;cui=2,metrodome,6717
cartoon,jobimtext,seed=Guitar;cui=2,cartoon,86598
violin,jobimtext,seed=Guitar;cui=3,violin,69142
string,jobimtext,seed=Guitar;cui=3,string,282915
concerto,jobimtext,seed=Violin;cui=0,concerto,42760
clarinet,jobimtext,seed=Violin;cui=1,clarinet,25418
microsoft,jobimtext,seed=Google;cui=0,microsoft,611659
amazon,jobimtext,seed=Google;cui=0,amazon,112967
occasion,jobimtext,seed=Twitter;cui=1,occasion,221824
behalf,jobimtext,seed=Twitter;cui=1,behalf,344876
sideline,jobimtext,seed=Twitter;cui=1,sideline,52755
facebook,jobimtext,seed=Twitter;cui=2,facebook,104785
youtube,jobimtext,seed=Twitter;cui=2,youtube,85999
myspace,jobimtext,seed=Twitter;cui=2,myspace,43974
linkedin,jobimtext,seed=Twitter;cui=2,linkedin,4284
internet,jobimtext,seed=Twitter;cui=3,internet,1238426
science,jobimtext,seed=meteorology;cui=0,science,699621
agriculture,jobimtext,seed=meteorology;cui=0,agriculture,232696
engineering,jobimtext,seed=meteorology;cui=0,engineering,358112
ecology,jobimtext,seed=meteorology;cui=0,ecology,37846
militia,jobimtext,seed=army;cui=0,militia,179635
marine,jobimtext,seed=army;cui=0,marine,295089
yugosla,jobimtext,seed=army;cui=3,yugosla,3
infantry,jobimtext,seed=army;cui=4,infantry,136210
brigade,jobimtext,seed=army;cui=4,brigade,133986
cavalry,jobimtext,seed=army;cui=4,cavalry,47220
artillery,jobimtext,seed=army;cui=4,artillery,147651
transit,jobimtext,seed=railroad;cui=0,transit,141564
amtrak,jobimtext,seed=railroad;cui=1,amtrak,50256
vermont,jobimtext,seed=railroad;cui=2,vermont,117263
pennsylvania,jobimtext,seed=railroad;cui=2,pennsylvania,417775
jersey,jobimtext,seed=railroad;cui=2,jersey,597640
mining,jobimtext,seed=coal;cui=0,mining,226111
petroleum,jobimtext,seed=coal;cui=0,petroleum,112929
chemical,jobimtext,seed=coal;cui=0,chemical,360921
telecommunication,jobimtext,seed=banking;cui=0,telecommunication,20161
telecom,jobimtext,seed=banking;cui=0,telecom,113667
pharma,jobimtext,seed=banking;cui=0,pharma,8375
finance,jobimtext,seed=banking;cui=1,finance,560641
insurance,jobimtext,seed=banking;cui=1,insurance,884819
security,jobimtext,seed=banking;cui=1,security,2223564
management,jobimtext,seed=banking;cui=1,management,1249105
freedom,jobimtext,seed=democracy;cui=0,freedom,485289
reform,jobimtext,seed=democracy;cui=0,reform,610245
policy,jobimtext,seed=democracy;cui=0,policy,1686835
arturo,jobimtext,seed=president;cui=0,arturo,22904
clinton,jobimtext,seed=president;cui=1,clinton,1652759
reagan,jobimtext,seed=president;cui=1,reagan,212189
yeltsin,jobimtext,seed=president;cui=1,yeltsin,253175
governor,jobimtext,seed=president;cui=3,governor,646348
reconciliation,jobimtext,seed=peace;cui=0,reconciliation,131910
democracy,jobimtext,seed=peace;cui=0,democracy,461927
change,jobimtext,seed=peace;cui=0,change,2009356
compromise,jobimtext,seed=peace;cui=1,compromise,252372
physics,jobimtext,seed=astronomy;cui=0,physics,125011
biology,jobimtext,seed=astronomy;cui=0,biology,90130
chemistry,jobimtext,seed=astronomy;cui=0,chemistry,115541
psychology,jobimtext,seed=astronomy;cui=0,psychology,109566
economic,jobimtext,seed=astronomy;cui=1,economic,2132837
hometown,jobimtext,seed=funeral;cui=0,hometown,131853
chapel,jobimtext,seed=funeral;cui=1,chapel,110189
burial,jobimtext,seed=funeral;cui=1,burial,95135
memorial,jobimtext,seed=funeral;cui=1,memorial,293386
wedding,jobimtext,seed=funeral;cui=2,wedding,272135
shrimp,jobimtext,seed=elephant;cui=0,shrimp,56368
stampede,jobimtext,seed=elephant;cui=0,stampede,20875
giraffe,jobimtext,seed=elephant;cui=1,giraffe,5641
rhinos,jobimtext,seed=elephant;cui=1,rhinos,6530
animal,jobimtext,seed=elephant;cui=2,animal,400446
emergency,jobimtext,seed=disaster;cui=0,emergency,652043
terror,jobimtext,seed=disaster;cui=0,terror,365415
gambling,jobimtext,seed=smoking;cui=0,gambling,156571
pollution,jobimtext,seed=smoking;cui=0,pollution,199854
tobacco,jobimtext,seed=smoking;cui=0,tobacco,229740
adventure,jobimtext,seed=mountaineering;cui=0,adventure,131195
society,jobimtext,seed=mountaineering;cui=0,society,814133
swimming,jobimtext,seed=mountaineering;cui=0,swimming,227607
fishing,jobimtext,seed=mountaineering;cui=1,fishing,337139
journalism,jobimtext,seed=mountaineering;cui=1,journalism,109930
diving,jobimtext,seed=mountaineering;cui=1,diving,121936
philosophy,jobimtext,seed=literature;cui=0,philosophy,227203
sociology,jobimtext,seed=literature;cui=1,sociology,41508
