id,assigned_class,assigned_class:confidence,label,new_sentence,sentence,_golden,_unit_state,_trusted_judgments,_last_judgment_at
1445637918,BETTER,1,BETTER,"This is significant if you consider there are a number of <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> phones available for a similar price which are technologically superior to the <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> 3GS .",This is significant if you consider there are a number of OBJECT_A phones available for a similar price which are technologically superior to the OBJECT_B 3GS .,false,finalized,4,11/10/2017 13:44:19
1445637919,BETTER,1,BETTER,"How hard is it to accept the fact <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> is doing better then the <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> these days?",How hard is it to accept the fact OBJECT_A is doing better then the OBJECT_B these days?,false,finalized,3,11/10/2017 13:42:54
1445637920,BETTER,1,BETTER,"However, with Apple's switch, Google's superior mapping app gives <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> phones a clear advantage over the <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> in this important function.","However, with Apple's switch, Google's superior mapping app gives OBJECT_A phones a clear advantage over the OBJECT_B in this important function.",false,finalized,3,11/10/2017 13:42:07
1445637921,NO_COMP,1,NO_COMP,"There was no port to <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span>, iPad, or <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> because that would require rewriting the program.","There was no port to OBJECT_A, iPad, or OBJECT_B because that would require rewriting the program.",false,finalized,3,11/10/2017 13:43:01
1445637922,WORSE,1,WORSE,"(Seriously this page works worse on an <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> using chrome than it did on the <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> using safari.)",(Seriously this page works worse on an OBJECT_A using chrome than it did on the OBJECT_B using safari.),false,finalized,3,11/10/2017 13:44:48
1445637923,WORSE,1,WORSE,"Unsure if the ole <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> has this app, because <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> is so much better..lol..but the SLEEP APNEA 2.0 SLEEP ANALYZER works great.","Unsure if the ole OBJECT_A has this app, because OBJECT_B is so much better..lol..but the SLEEP APNEA 2.0 SLEEP ANALYZER works great.",false,finalized,3,11/10/2017 13:32:14
1445637924,UNCLEAR,0.5282,NO_COMP,"See what <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> has to offer "" better smartphones than BlackBerries!","See what OBJECT_A or OBJECT_B has to offer "" better smartphones than BlackBerries!",false,finalized,4,11/10/2017 13:44:13
1445637925,NO_COMP,1,NO_COMP,"must have been reading our site because they finally ported their popular <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> application to <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span>.",must have been reading our site because they finally ported their popular OBJECT_A application to OBJECT_B.,false,finalized,3,11/10/2017 13:45:28
1445637926,BETTER,0.7108,BETTER,"Yawn... <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> phones are rapidly becoming better spec'd out than the <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>.",Yawn... OBJECT_A phones are rapidly becoming better spec'd out than the OBJECT_B.,false,finalized,3,11/10/2017 13:40:40
1445637927,NO_COMP,0.667,NO_COMP,"These great apps will help you get better photos on your <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> smart phone.",These great apps will help you get better photos on your OBJECT_A or OBJECT_B smart phone.,false,finalized,3,11/10/2017 13:47:27
1445637928,UNCLEAR,0.7405,UNCLEAR,"From an end user perspective, the <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> , <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> and even the Windows Phone are providing better functionality than the BlackBerry.","From an end user perspective, the OBJECT_A , OBJECT_B and even the Windows Phone are providing better functionality than the BlackBerry.",false,finalized,4,11/10/2017 13:44:19
1445637929,BETTER,1,NO_COMP,"iHater muck-raking is useless because a 90% working <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> 4 is still better than a 95% working <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> or Symbian or RIM crapphone.",iHater muck-raking is useless because a 90% working OBJECT_A 4 is still better than a 95% working OBJECT_B or Symbian or RIM crapphone.,false,finalized,3,11/10/2017 13:41:56
1445637930,UNCLEAR,0.6457,NO_COMP,"Make it a unique one a better one than <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>.",Make it a unique one a better one than OBJECT_A and OBJECT_B.,false,finalized,3,11/10/2017 13:42:14
1445637931,WORSE,1,NO_COMP,"While we find this better in implementation that the <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span>, it's still more limited than <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span>.","While we find this better in implementation that the OBJECT_A, it's still more limited than OBJECT_B.",false,finalized,3,11/10/2017 13:34:18
1445637932,WORSE,0.6753,WORSE,"There is nothing the <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> can do that an equally powerful <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> device can't do and more and better.",There is nothing the OBJECT_A can do that an equally powerful OBJECT_B device can't do and more and better.,false,finalized,3,11/10/2017 13:41:58
1445637933,WORSE,1,WORSE,"I went GS3 over <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> simply because I prefer the <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> operating system.",I went GS3 over OBJECT_A simply because I prefer the OBJECT_B operating system.,false,finalized,3,11/10/2017 13:41:38
1445637934,WORSE,0.6457,BETTER,"<span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> didn't out pace the <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> this year, it just sold slightly better in America.","OBJECT_A didn't out pace the OBJECT_B this year, it just sold slightly better in America.",false,finalized,3,11/10/2017 13:42:14
1445637935,BETTER,0.37,NO_COMP,"Not to mention that the <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> phones deliver a far superior user experience overall.",Not to mention that the OBJECT_A and OBJECT_B phones deliver a far superior user experience overall.,false,finalized,3,11/10/2017 13:44:33
1445637936,BETTER,1,BETTER,"The reason is simple: Apple's <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> is perceived by customers to be a better device than any <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> handset.",The reason is simple: Apple's OBJECT_A is perceived by customers to be a better device than any OBJECT_B handset.,false,finalized,3,11/10/2017 13:46:03
1445637937,BETTER,1,BETTER,"10 Things <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> Does Better Than <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> OS",10 Things OBJECT_A Does Better Than OBJECT_B OS,false,finalized,3,11/10/2017 13:32:14
1445637938,BETTER,1,BETTER,"<span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> phones have better processing power than <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>",OBJECT_A phones have better processing power than OBJECT_B,false,finalized,3,11/10/2017 13:45:49
1445637939,BETTER,1,BETTER,"Just another step towards showing that <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> is ultimately better than the <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>.",Just another step towards showing that OBJECT_A is ultimately better than the OBJECT_B.,false,finalized,3,11/10/2017 13:33:27
1445637940,BETTER,1,BETTER,"The <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> OS Google Maps app is better integrated than the <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> app.",The OBJECT_A OS Google Maps app is better integrated than the OBJECT_B app.,false,finalized,3,11/10/2017 13:45:10
1445637941,UNCLEAR,0.6614,UNCLEAR,"The version for the <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> was pathetic , and the <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> version is no better.","The version for the OBJECT_A was pathetic , and the OBJECT_B version is no better.",false,finalized,3,11/10/2017 13:46:39
1445637942,BETTER,0.662,BETTER,"<span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> phones may have eclipsed the <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> in specs, and the UI is only getting better.","OBJECT_A phones may have eclipsed the OBJECT_B in specs, and the UI is only getting better.",false,finalized,3,11/10/2017 13:41:19
1445637943,BETTER,0.6538,NO_COMP,"The <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> may just blow us away again, regardless of how many of you think <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> is so superior.","The OBJECT_A may just blow us away again, regardless of how many of you think OBJECT_B is so superior.",false,finalized,3,11/10/2017 13:46:39
1445637944,UNCLEAR,1,NO_COMP,"It's better than any <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> phone I've tested thus far.",It's better than any OBJECT_A or OBJECT_B phone I've tested thus far.,false,finalized,4,11/10/2017 13:45:29
1445637945,BETTER,1,BETTER,"EVERYONE that bothers to do research knows <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> can do more and is better than the <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>.",EVERYONE that bothers to do research knows OBJECT_A can do more and is better than the OBJECT_B.,false,finalized,3,11/10/2017 13:44:32
1445637946,BETTER,0.667,NO_COMP,"That's because certain products or services do better on certain carriers or devices, and it's possible to target ads at that level on <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> by not <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>.","That's because certain products or services do better on certain carriers or devices, and it's possible to target ads at that level on OBJECT_A by not OBJECT_B.",false,finalized,3,11/10/2017 13:47:27
1445637947,WORSE,1,WORSE,"In reply to Only a hill: ""The <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> has a notoriously inaccurate internal compass, but most <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> handsets are better"".","In reply to Only a hill: ""The OBJECT_A has a notoriously inaccurate internal compass, but most OBJECT_B handsets are better"".",false,finalized,3,11/10/2017 13:38:40
1445637948,NO_COMP,0.5042,NO_COMP,"Its better specs will make it more competitive against the <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> 4S and <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> superphones.",Its better specs will make it more competitive against the OBJECT_A 4S and OBJECT_B superphones.,false,finalized,4,11/10/2017 13:44:13
1445637949,BETTER,1,BETTER,"<span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> provides better Utility to us than an equivalent <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>.",OBJECT_A provides better Utility to us than an equivalent OBJECT_B.,false,finalized,3,11/10/2017 13:45:06
1445637950,BETTER,1,BETTER,"I think Apple is doing this because better apps is pretty much the only thing that's better about the <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> than <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span>.",I think Apple is doing this because better apps is pretty much the only thing that's better about the OBJECT_A than OBJECT_B.,false,finalized,3,11/10/2017 13:44:32
1445637951,BETTER,1,BETTER,"The <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> is older and has a broader and better range of applications available than in the <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> Market.",The OBJECT_A is older and has a broader and better range of applications available than in the OBJECT_B Market.,false,finalized,3,11/10/2017 13:44:13
1445637952,UNCLEAR,1,NO_COMP,"Owning an <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> smartphone just got even better with Pebble , the first watch designed for the 21st century.","Owning an OBJECT_A or OBJECT_B smartphone just got even better with Pebble , the first watch designed for the 21st century.",false,finalized,3,11/10/2017 13:33:27
1445637953,BETTER,0.6364,UNCLEAR,"It's all down to personal preference just because your happier with <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> doesn't mean <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> users are using an inferior device.",It's all down to personal preference just because your happier with OBJECT_A doesn't mean OBJECT_B users are using an inferior device.,false,finalized,3,11/10/2017 13:47:59
1445637954,WORSE,0.3554,WORSE,"Google shouldn't have mandated an inferior map app on the <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> (as opposed to <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span>).",Google shouldn't have mandated an inferior map app on the OBJECT_A (as opposed to OBJECT_B).,false,finalized,3,11/10/2017 13:42:08
1445637955,BETTER,1,BETTER,"I can say, hands down, the <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span>/iPod touch UI is much better implemented than <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> is on the Droid.","I can say, hands down, the OBJECT_A/iPod touch UI is much better implemented than OBJECT_B is on the Droid.",false,finalized,3,11/10/2017 13:43:27
1445637956,UNCLEAR,1,UNCLEAR,"Microsoft Windows Phone 8 review: Better than <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span>?",Microsoft Windows Phone 8 review: Better than OBJECT_A or OBJECT_B?,false,finalized,3,11/10/2017 13:47:27
1445637957,BETTER,1,BETTER,"I, and millions of others, like my <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> better than the equivalent <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>.","I, and millions of others, like my OBJECT_A better than the equivalent OBJECT_B.",false,finalized,3,11/10/2017 13:49:56
1445637958,BETTER,1,BETTER,"The apps for the <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> are generally better than those for <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> (for example, consider The Weather Network apps).","The apps for the OBJECT_A are generally better than those for OBJECT_B (for example, consider The Weather Network apps).",false,finalized,3,11/10/2017 13:46:34
1445637959,BETTER,1,BETTER,"There are a dozen <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> phones for which the hardware is superior to the <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>.",There are a dozen OBJECT_A phones for which the hardware is superior to the OBJECT_B.,false,finalized,3,11/10/2017 13:41:38
1445637960,UNCLEAR,0.5001,NO_COMP,"Overall, this is a great phone and definitely better than the <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> 5 because of its speed, screen size, screen quality, hardware, and <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> 4.0.4","Overall, this is a great phone and definitely better than the OBJECT_A 5 because of its speed, screen size, screen quality, hardware, and OBJECT_B 4.0.4",false,finalized,4,11/10/2017 13:43:53
1445637961,NO_COMP,0.6519,NO_COMP,"I'm in the minority because I am using an <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> and not an <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>.",I'm in the minority because I am using an OBJECT_A and not an OBJECT_B.,false,finalized,3,11/10/2017 13:46:03
1445637962,UNCLEAR,0.6557,NO_COMP,"To me it is much better than <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span>.",To me it is much better than OBJECT_A and OBJECT_B.,false,finalized,3,11/10/2017 13:38:39
1445637963,UNCLEAR,1,UNCLEAR,"For web even good smart phone (<span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span>, etc.) is way better than ereader.","For web even good smart phone (OBJECT_A, OBJECT_B, etc.) is way better than ereader.",false,finalized,3,11/10/2017 13:44:48
1445637964,BETTER,1,BETTER,"There are <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> devices which have vastly superior battery life and screens than an <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>.",There are OBJECT_A devices which have vastly superior battery life and screens than an OBJECT_B.,false,finalized,4,11/10/2017 13:44:17
1445637965,BETTER,0.6781,BETTER,"The <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> has a superior number of good apps, though <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> phones counter with good alternatives.","The OBJECT_A has a superior number of good apps, though OBJECT_B phones counter with good alternatives.",false,finalized,3,11/10/2017 13:45:29
1445637966,BETTER,1,BETTER,"<span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> seems to be better at offering a wider selection of models than <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>.",OBJECT_A seems to be better at offering a wider selection of models than OBJECT_B.,false,finalized,3,11/10/2017 13:44:32
1445637967,BETTER,1,BETTER,"Otherwise, the hardware platform looks to be very competitive with <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> handsets, with many models having specs superior to those of the Apple <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> 4.","Otherwise, the hardware platform looks to be very competitive with OBJECT_A handsets, with many models having specs superior to those of the Apple OBJECT_B 4.",false,finalized,3,11/10/2017 13:40:16
1445637968,BETTER,1,BETTER,"I love <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> because the <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> might be coming to Verizon and I could care less.",I love OBJECT_A because the OBJECT_B might be coming to Verizon and I could care less.,false,finalized,3,11/10/2017 13:42:11
1445637969,UNCLEAR,0.6706,NO_COMP,"In my opinion its superior when compared to the built in email clients on <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> or  <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span>.",In my opinion its superior when compared to the built in email clients on OBJECT_A or  OBJECT_B.,false,finalized,3,11/10/2017 13:34:18
1445637970,UNCLEAR,1,NO_COMP,"This really better be good, because BlackBerry apps aren't that great compared to <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> or potentially <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span>.","This really better be good, because BlackBerry apps aren't that great compared to OBJECT_A or potentially OBJECT_B.",false,finalized,3,11/10/2017 13:41:27
1445637971,BETTER,1,BETTER,"I am a family medicine physician , and for me <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> is still superior to the <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> ( i am talking about the personal use )","I am a family medicine physician , and for me OBJECT_A is still superior to the OBJECT_B ( i am talking about the personal use )",false,finalized,3,11/10/2017 13:38:40
1445637972,WORSE,1,WORSE,"<span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> is Robot Jesus because it breaks through that wall, but <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> will be even bigger.","OBJECT_A is Robot Jesus because it breaks through that wall, but OBJECT_B will be even bigger.",false,finalized,3,11/10/2017 13:44:17
1445637973,BETTER,1,BETTER,"I say this with sadness, because so far I like the <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> OS much better than <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span>.","I say this with sadness, because so far I like the OBJECT_A OS much better than OBJECT_B.",false,finalized,3,11/10/2017 13:33:27
1445637974,WORSE,0.6921,NO_COMP,"I sold off my <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> 4 thinking I would like the features of the <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> phone better.",I sold off my OBJECT_A 4 thinking I would like the features of the OBJECT_B phone better.,false,finalized,3,11/10/2017 13:41:27
1445637975,BETTER,1,BETTER,"Lots of people buy an <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> phone because it is cheaper than <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>.",Lots of people buy an OBJECT_A phone because it is cheaper than OBJECT_B.,false,finalized,3,11/10/2017 13:45:28
1445637976,BETTER,1,NO_COMP,"If you happen to like <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> better, why make it a point to bash <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> constantly?","If you happen to like OBJECT_A better, why make it a point to bash OBJECT_B constantly?",false,finalized,4,11/10/2017 13:44:49
1445637977,WORSE,1,WORSE,"The <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> is cool, I think the SDK for <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> is a tick better and a bit...","The OBJECT_A is cool, I think the SDK for OBJECT_B is a tick better and a bit...",false,finalized,4,11/10/2017 13:44:17
1445637978,BETTER,1,BETTER,"that is why you consider your <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> better then <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span>.",that is why you consider your OBJECT_A better then OBJECT_B.,false,finalized,3,11/10/2017 13:44:52
1445637979,BETTER,1,BETTER,"5 Ways The <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> Is Better Than <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span>",5 Ways The OBJECT_A Is Better Than OBJECT_B,false,finalized,3,11/10/2017 13:42:48
1445637980,NO_COMP,1,NO_COMP,"Even better, it supports multiple book readers: <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>, Nook, Web.","Even better, it supports multiple book readers: OBJECT_A, OBJECT_B, Nook, Web.",false,finalized,4,11/10/2017 13:43:49
1445637981,BETTER,0.6364,NO_COMP,"We can't let him walk away thinking that his precious <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> is that  much better than <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> now can we?",We can't let him walk away thinking that his precious OBJECT_A is that  much better than OBJECT_B now can we?,false,finalized,3,11/10/2017 13:47:59
1445637982,UNCLEAR,0.6294,NO_COMP,"SO is not a place for questions like which is better, <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span>?","SO is not a place for questions like which is better, OBJECT_A and OBJECT_B?",false,finalized,3,11/10/2017 13:46:44
1445637983,WORSE,1,WORSE,"<span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> getting worse battery life than an <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>???",OBJECT_A getting worse battery life than an OBJECT_B???,false,finalized,3,11/10/2017 13:43:53
1445637984,UNCLEAR,1,NO_COMP,"If you look at the <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">android:[OBJECT_B]</span> devices, their graphics look a lot better than the Wii.","If you look at the OBJECT_A or OBJECT_B devices, their graphics look a lot better than the Wii.",false,finalized,3,11/10/2017 13:42:54
1445637985,BETTER,1,UNCLEAR,"Any modern <span style=""color: #9A14B2; font-weight: bold"">android:[OBJECT_A]</span> phone today has the same level or better build quality than any <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>.",Any modern OBJECT_A phone today has the same level or better build quality than any OBJECT_B.,false,finalized,3,11/10/2017 13:32:14